,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory(in GB),Gpu,OpSys,Weight,Price
793,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,Nvidia GeForce 920MX,No OS,2.2kg,36496.8
794,Dell,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,4GB,1000 HDD,AMD Radeon R7 M445,Windows 10,2.36kg,35111.52
795,Acer,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32 Flash Storage,Intel HD Graphics 400,Chrome OS,1.68kg,18594.72
796,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,8 SSD,Nvidia Quadro M1000M,Windows 10,2.0kg,119826.72
797,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.36kg,94572
798,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.2kg,77788.8
799,Asus,2 in 1 Convertible,12.5,Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,8GB,64 Flash Storage,Intel HD Graphics 515,Chrome OS,1.2kg,61751.52
800,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.7kg,79333.3872
801,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,256 SSD,Intel HD Graphics 615,Windows 10,1.24kg,101178.72
802,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,256 SSD,Intel HD Graphics 505,Windows 10,1.45kg,41292
803,Dell,Ultrabook,13.3,Quad HD+ 3200x1800,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.3kg,67559.04
804,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32 Flash Storage,Intel HD Graphics 400,Chrome OS,1.25kg,20725.92
805,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.2kg,81784.8
806,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.36kg,93772.8
807,Toshiba,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512 SSD,Intel HD Graphics 620,Windows 10,1.1kg,95371.2
808,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.50GHz,8GB,1000 HDD,Nvidia GeForce 930MX,Windows 10,2.04kg,45101.52
809,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1000 HDD,AMD Radeon R5 M430,Linux,2.25kg,24808.2336
810,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,1.9kg,43956
811,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,2.04kg,36496.8
812,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256 SSD,Nvidia GeForce 920MX,Windows 10,2.4kg,37029.6
813,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16GB,512 SSD,Intel HD Graphics 615,Windows 10,1.22kg,101178.72
814,Dell,Ultrabook,14,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.5kg,104587.5744
815,Toshiba,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.95kg,62870.4
816,HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,6GB,1000 HDD,Intel HD Graphics 620,Windows 10,2.04kg,30849.12
817,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,512 SSD,Intel HD Graphics 620,Windows 10,2.19kg,69210.72
818,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 7,1.2kg,63669.6
819,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,256 SSD,AMD Radeon 530,Windows 10,2.2kg,29250.72
820,Fujitsu,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,256 SSD,Intel HD Graphics 520,Windows 10,2.3kg,34578.72
821,Toshiba,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,1.75kg,48751.2
822,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,AMD Radeon R5 M430,Windows 10,2.25kg,31914.72
823,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1000 HDD,Intel HD Graphics 620,Windows 10,2.04kg,42943.68
824,Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,AMD Radeon R7 M445,Windows 10,2.36kg,39906.72
825,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128 SSD,Intel HD Graphics 620 ,Windows 10,1.6kg,59620.32
826,HP,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8GB,512 SSD,Intel HD Graphics 515,Windows 10,0.97kg,101658.24
827,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128 SSD,Intel HD Graphics 500,No OS,1.9kg,14418.6336
828,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,2.3kg,71874.72
829,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.68kg,47365.92
830,Asus,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.4kg,61272
831,HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.11kg,71874.72
832,Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,500 HDD,Intel HD Graphics 505,Windows 10,2.4kg,20246.4
833,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512 SSD,Intel HD Graphics 620,Windows 10,1.48kg,111301.92
834,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.34kg,63349.92
835,Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,128 SSD,Intel HD Graphics 620,Windows 10,2.18kg,29144.16
836,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,1.64kg,41505.12
837,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 10,1.2kg,63669.6
838,HP,Notebook,14,1366x768,Intel Core i5 6300U 2.4GHz,4GB,256 SSD,Intel HD Graphics 520,Windows 10,1.48kg,58607.4672
839,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256 SSD,Intel HD Graphics 620,Windows 10,1.95kg,64202.4
840,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.43kg,77202.72
841,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,55904.5728
842,HP,Notebook,14,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,1.64kg,36443.52
843,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,1.26kg,81997.92
844,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256 SSD,Intel HD Graphics 620,Windows 10,1.48kg,84715.2
845,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.54kg,100550.5488
846,HP,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,1.49kg,42624
847,Toshiba,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.5kg,64468.8
848,HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,256 SSD,Intel HD Graphics 620,Windows 10,2.04kg,41025.0672
849,Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,512 SSD,Nvidia Quadro 3000M,Windows 7,2.4kg,158135.04
850,Toshiba,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.47kg,79387.2
851,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.43kg,118761.12
852,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4GB,1000 HDD,Intel HD Graphics 520,Windows 10,2.08kg,42410.3472
853,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.2kg,84715.2
854,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.11kg,61218.72
855,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,63159.7104
856,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,500 HDD,Intel HD Graphics 520,Windows 10,2.09kg,55754.3232
857,HP,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256 SSD,Intel HD Graphics 620,Windows 10,1.26kg,83063.52
858,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,2.31kg,63349.92
859,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,1.95kg,56476.8
860,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.29kg,86526.72
861,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Nvidia GeForce 930MX,Windows 10,2.63kg,57542.4
862,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256 SSD,Intel HD Graphics 620,Windows 10,1.64kg,51841.44
863,Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,6GB,1000 HDD,AMD Radeon R5,Windows 10,2.1kg,21791.52
864,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.95kg,63669.6
865,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.84kg,65480.5872
866,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.26kg,71874.72
867,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,Windows 10,2.04kg,39533.76
868,Toshiba,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.47kg,91908
869,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,2.09kg,56633.976
870,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.64kg,53839.9728
871,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,256 SSD,Intel HD Graphics 520,Windows 10,1.8kg,45128.16
872,Vero,Notebook,14,1366x768,Intel Atom X5-Z8350 1.44GHz,2GB,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.45kg,11231.424
873,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,256 SSD,Nvidia GeForce 930M,Windows 10,2.4kg,75924
874,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,2.3kg,55922.688
875,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,1.54kg,53280
876,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.43kg,78268.32
877,Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16 Flash Storage,Intel HD Graphics 400,Chrome OS,1.2kg,15339.312
878,Lenovo,Notebook,14,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,256 SSD,Intel HD Graphics 520,Windows 7,1.1kg,139593.6
879,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1000 HDD,Nvidia GeForce 940MX,Windows 10,1.91kg,52161.12
880,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,2.3kg,58288.32
881,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256 SSD,Intel HD Graphics 620,Windows 10,2.04kg,52161.12
882,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,1000 SSD,Intel HD Graphics 620,Windows 10,1.2kg,120093.12
883,HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,2.31kg,37570.392
884,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500 HDD,Intel HD Graphics 620,No OS,1.96kg,26586.72
885,Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8GB,1000 HDD,AMD Radeon R5,Windows 10,2.4kg,23922.72
886,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,256 SSD,Intel HD Graphics 620,Windows 10,1.6kg,69210.72
887,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,2.04kg,57009.6
888,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1000 HDD,Nvidia GeForce GTX 965M,No OS,4kg,53173.44
889,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1000 HDD,Intel HD Graphics,Windows 10,2.25kg,29783.52
890,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,2000 HDD,AMD Radeon R7 M445,Windows 10,2.32kg,52746.6672
891,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.29kg,77682.24
892,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64GB,1000 SSD,Nvidia GeForce GTX 980 ,Windows 10,3.58kg,211788
893,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.62kg,42517.9728
894,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256 Flash Storage,Intel HD Graphics 515,Mac OS X,0.920kg,69264
895,Dell,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,2.06kg,25679.8944
896,HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,2.31kg,63882.72
897,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.26kg,63882.72
898,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.49kg,58075.2
899,Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.3kg,91294.7472
900,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4GB,1000 HDD,Nvidia GeForce GTX 950M,Windows 10,2.3kg,52054.56
901,Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 10,2.1kg,28771.2
902,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 7,2.31kg,50083.2
903,Lenovo,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8GB,512 SSD,Intel HD Graphics 515,Windows 10,0.99kg,74538.72
904,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64 Flash Storage,Intel HD Graphics 400,Windows 10,0.69kg,34433.2656
905,HP,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512 SSD,Intel HD Graphics 620,Windows 10,1.3kg,109170.72
906,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,2.18kg,39960
907,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 7,1.54kg,54931.1472
908,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,AMD FirePro W4190M,Windows 7,1.9kg,79653.6
909,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,180 SSD,Intel HD Graphics 520,Windows 7,1.7kg,63882.72
910,HP,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,32 Flash Storage,Intel HD Graphics 515,Chrome OS,1.29kg,32767.2
911,Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4GB,500 HDD,AMD Radeon R5,Windows 10,2.4kg,20619.36
912,Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4GB,500 HDD,Intel HD Graphics,Linux,2.2kg,20965.1472
913,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1000 HDD,Intel HD Graphics 520,No OS,1.86kg,18434.3472
914,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256 SSD,AMD Radeon 530,Windows 10,1.4kg,43601.688
915,HP,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 7,2.4kg,85194.72
916,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1000 HDD,AMD Radeon R7 M445,Windows 10,2.36kg,34035.264
917,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256 SSD,Nvidia GeForce GTX 965M,Windows 10,2.6kg,85194.72
918,HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1000 HDD,Intel HD Graphics 405,Windows 10,1.96kg,26640
919,Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Windows 7,1.5kg,60480.792
920,Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 7,1.5kg,62176.1616
921,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16 SSD,Intel HD Graphics,Chrome OS,2.20kg,11135.52
922,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1000 HDD,AMD FirePro W6150M,Windows 7,3.0kg,154458.72
923,Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512 SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4kg,63882.72
924,Dell,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.5kg,75289.968
925,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256 SSD,Intel HD Graphics 520,Windows 10,2.1kg,46193.76
926,HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,1000 HDD,AMD Radeon R4,Windows 10,2.1kg,21205.44
927,HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8GB,256 SSD,Intel HD Graphics 515,Windows 10,1.16kg,90522.72
928,Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,AMD Radeon R5 M315,Windows 7,2.24kg,40980.312
929,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128 SSD,Intel HD Graphics 520,Windows 10,2.1kg,22857.12
930,HP,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512 SSD,Intel HD Graphics 520,Windows 10,1.16kg,104908.32
931,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64 Flash Storage,Intel HD Graphics 400,Android,0.69kg,29250.72
932,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,256 SSD,Intel Iris Plus Graphics 640,Windows 10,1.23kg,73473.12
933,Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.25kg,54825.12
934,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512 SSD,Intel HD Graphics 620,Windows 10,1.05kg,118601.28
935,Vero,Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4GB,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.35kg,10442.88
936,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.16kg,90043.2
937,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.43kg,80612.64
938,Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500 HDD,Intel HD Graphics 520,Linux,2.09kg,27899.0064
939,Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1000 HDD,Intel HD Graphics 620,Windows 10,2kg,23176.8
940,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.8kg,88924.32
941,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64 Flash Storage,Intel HD Graphics 400,Windows 10,0.69kg,25521.12
942,HP,Ultrabook,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.26kg,100965.6
943,HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,2000 HDD,Intel HD Graphics 620,Windows 10,2.04kg,33513.12
944,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,512 SSD,Nvidia Quadro M500M,Windows 7,1.8kg,109244.2464
945,Asus,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg,14811.84
946,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256 SSD,Intel HD Graphics 620,Windows 10,1.84kg,40066.56
947,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1000 HDD,Nvidia GeForce 940MX,Windows 10,2.23kg,32820.48
948,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256 SSD,Nvidia Quadro M3000M,Windows 7,3kg,210424.032
949,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1000 HDD,AMD Radeon R7 M445,Windows 10,2.5kg,41771.52
950,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 7,1.88kg,115709.2416
951,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512 SSD,Intel HD Graphics 520,Windows 10,2.8kg,130003.2
952,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256 SSD,Intel HD Graphics 520,Windows 10,1.48kg,86793.12
953,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256 SSD,Nvidia Quadro M1000M,Windows 7,2.59kg,118761.12
